filename_key,wealthier
G_GT_6_1587#1,5.239999771118164
G_GT_6_1587#2,3.0999999046325684
G_GT_6_1587#3,4.440000057220459
G_GT_6_1587#4,2.369999885559082
G_GT_6_1587#5,2.9200000762939453
G_GT_6_1602#0,6.449999809265137
G_GT_6_1629#0,5.550000190734863
G_GT_6_1629#1,3.700000047683716
G_GT_6_1629#2,7.840000152587891
G_GT_6_1640#0,7.239999771118164
G_GT_6_1641#0,4.230000019073486
G_GT_6_1641#1,7.690000057220459
G_GT_6_1646#0,3.6500000953674316
G_GT_6_1649#0,8.270000457763672
G_GT_6_1661#0,4.210000038146973
G_GT_6_1661#1,3.559999942779541
G_GT_6_1661#2,5.429999828338623
G_GT_6_1665#0,5.730000019073486
G_GT_6_1676#0,8.75
G_GT_6_1678#0,6.889999866485596
G_GT_6_1678#1,3.390000104904175
G_GT_6_1678#2,2.4100000858306885
G_GT_6_1678#3,7.170000076293945
G_GT_6_1678#4,6.420000076293945
G_GT_6_1681#0,3.8499999046325684
G_GT_6_1709#0,1.8799999952316284
G_GT_6_1719#0,5.71999979019165
G_GT_6_1719#1,5.119999885559082
G_GT_6_1721#0,7.789999961853027
G_GT_6_1721#1,8.449999809265137
G_GT_6_1722#0,5.949999809265137
G_GT_6_1755#0,5.760000228881836
G_GT_6_1755#1,6.489999771118164
G_GT_6_1755#2,7.630000114440918
G_GT_6_1755#3,5.070000171661377
G_GT_6_1759#0,2.4700000286102295
G_GT_6_1763#0,2.2200000286102295
G_GT_6_1763#1,2.0399999618530273
G_GT_6_1763#2,6.110000133514404
G_GT_6_1763#3,4.070000171661377
G_GT_6_1763#4,4.039999961853027
G_GT_6_1763#5,1.1799999475479126
G_GT_6_1763#6,7.340000152587891
G_GT_6_1763#7,6.21999979019165
G_GT_6_1763#8,4.519999980926514
G_GT_6_1763#9,4.440000057220459
G_GT_6_1768#0,7.150000095367432
G_GT_6_1768#1,7.639999866485596
G_GT_6_1768#2,7.71999979019165
G_GT_6_1788#0,9.029999732971191
G_GT_6_1809#0,5.409999847412109
G_GT_6_1810#0,7.900000095367432
G_GT_6_1813#0,4.5
G_GT_6_1813#1,6.010000228881836
G_GT_6_1813#2,4.639999866485596
G_GT_6_1813#3,7.559999942779541
G_GT_6_1851#0,3.4200000762939453
G_GT_6_1851#1,5.0
G_GT_6_1851#2,5.929999828338623
G_GT_6_1851#3,6.699999809265137
G_GT_6_1851#4,3.609999895095825
G_GT_6_1851#5,1.8200000524520874
G_GT_6_1851#6,5.400000095367432
G_GT_6_1851#7,2.859999895095825
G_GT_6_1856#0,2.1600000858306885
G_GT_6_1856#1,2.200000047683716
G_GT_6_1856#2,6.550000190734863
G_GT_6_1856#3,5.5
G_GT_6_1856#4,5.5
G_GT_6_1856#5,6.739999771118164
G_GT_6_1856#6,2.5199999809265137
G_GT_6_1856#7,6.099999904632568
G_GT_6_1859#0,2.1700000762939453
G_GT_6_1859#1,1.1399999856948853
G_GT_6_1859#2,7.920000076293945
G_GT_6_1859#3,6.590000152587891
G_GT_6_1865#0,4.639999866485596
G_GT_6_1888#0,7.320000171661377
G_GT_6_1895#0,2.240000009536743
G_GT_6_1906#0,7.789999961853027
G_GT_6_1910#0,1.600000023841858
G_GT_6_1910#1,5.420000076293945
G_GT_6_1910#2,7.599999904632568
G_GT_6_1910#3,5.519999980926514
G_GT_6_1910#4,6.809999942779541
G_GT_6_1910#5,7.940000057220459
G_GT_6_1910#6,5.159999847412109
G_GT_6_1910#7,5.179999828338623
G_GT_6_1910#8,4.96999979019165
G_GT_6_1910#9,4.869999885559082
G_GT_6_1910#10,8.4399995803833
G_GT_6_1910#11,5.659999847412109
G_GT_6_1910#12,7.730000019073486
G_GT_6_1910#13,8.90999984741211
G_GT_6_1917#0,5.21999979019165
G_GT_6_1921#0,2.0
G_GT_6_1925#0,7.400000095367432
G_GT_6_1925#1,5.480000019073486
G_GT_6_1925#2,8.880000114440918
G_GT_6_1925#3,5.260000228881836
G_GT_6_1925#4,6.889999866485596
G_GT_6_1925#5,3.200000047683716
G_GT_6_1952#0,7.599999904632568
G_GT_6_1965#0,3.890000104904175
G_GT_6_2004#0,7.269999980926514
G_GT_6_2004#1,3.109999895095825
G_GT_6_2013#0,8.800000190734863
G_GT_6_2024#0,7.929999828338623
G_GT_6_2024#1,5.119999885559082
G_GT_6_2024#2,5.630000114440918
G_GT_6_2024#3,6.369999885559082
G_GT_6_2024#4,6.53000020980835
